rainfall start,HydRun start,HIP end,HydRun end,multipeak tag,HydRun detect?
8/11/2015 6:45,8/11/2015 6:30,8/12/2015 13:45,8/13/2015 10:45,MP,
8/14/2015 15:15,8/14/2015 15:00,8/14/2015 21:45,8/14/2015 21:45,MP,manual
8/21/2015 3:30,8/21/2015 0:45,8/21/2015 19:15,8/22/2015 17:00,MP,
8/25/2015 11:45,8/25/2015 11:15,8/25/2015 14:45,8/25/2015 18:00,,
9/8/2015 1:30,9/8/2015 1:30,9/8/2015 10:45,9/8/2015 10:45,MP,manual
9/8/2015 18:00,9/8/2015 17:30,9/8/2015 20:30,9/8/2015 22:00,,
9/12/2015 19:30,9/13/2015 1:30,9/13/2015 13:00,9/13/2015 13:00,MP,manual
9/13/2015 7:45,9/13/2015 15:30,9/14/2015 9:15,9/14/2015 19:15,MP,
9/19/2015 20:00,9/19/2015 19:45,9/20/2015 10:45,9/20/2015 10:45,MP,manual
9/29/2015 4:45,9/29/2015 5:15,9/29/2015 10:15,9/29/2015 10:15,MP,manual
9/29/2015 14:15,9/29/2015 18:15,10/1/2015 0:30,10/2/2015 0:15,,
10/9/2015 5:30,10/9/2015 5:30,10/10/2015 4:30,10/11/2015 16:30,,
10/13/2015 18:15,10/13/2015 17:30,10/13/2015 21:30,10/14/2015 15:45,MP,manual
10/15/2015 22:15,10/16/2015 5:00,10/16/2015 15:00,10/16/2015 15:00,MP,manual
10/17/2015 9:45,10/17/2015 7:30,10/17/2015 13:15,10/17/2015 14:45,,
10/19/2015 22:45,10/20/2015 1:30,10/20/2015 13:30,10/20/2015 13:30,MP,manual
10/22/2015 4:30,10/22/2015 5:00,10/22/2015 15:00,10/22/2015 15:00,MP,manual
10/25/2015 3:00,10/24/2015 23:30,10/25/2015 7:00,10/25/2015 8:30,,
10/28/2015 13:45,10/28/2015 12:15,10/29/2015 14:30,10/30/2015 16:45,,
11/12/2015 15:00,11/12/2015 20:45,11/13/2015 12:45,11/13/2015 23:45,,manual
3/25/2016 3:00,3/25/2016 5:00,3/26/2016 6:00,3/26/2016 11:15,,manual
3/28/2016 8:00,3/28/2016 8:15,3/29/2016 17:30,3/30/2016 16:30,MP,
4/2/2016 14:15,4/2/2016 15:00,4/2/2016 17:00,4/2/2016 17:00,,manual
NaN,4/5/2016 4:45,4/5/2016 13:15,4/5/2016 17:15,,
4/7/2016 15:30,4/7/2016 16:00,4/9/2016 12:15,4/10/2016 17:15,,
4/12/2016 3:00,4/12/2016 4:00,4/12/2016 18:30,4/13/2016 15:00,,manual
4/18/2016 23:00,4/18/2016 15:15,4/19/2016 12:15,4/19/2016 15:30,MP,manual
4/22/2016 2:15,4/22/2016 2:45,4/22/2016 14:30,4/22/2016 14:30,MP,manual
4/26/2016 13:45,4/26/2016 3:45,4/27/2016 9:00,4/27/2016 17:15,,
5/2/2016 12:45,5/2/2016 12:15,5/3/2016 2:15,5/3/2016 18:00,,
5/8/2016 8:15,5/8/2016 5:30,5/8/2016 22:30,5/9/2016 18:30,,
5/13/2016 10:45,5/13/2016 10:45,5/14/2016 9:15,5/14/2016 14:00,,manual
5/14/2016 19:00,5/14/2016 18:15,5/15/2016 13:30,5/15/2016 16:45,MP,manual
5/22/2016 18:00,5/22/2016 17:45,5/22/2016 22:30,5/22/2016 22:30,MP,manual
5/29/2016 15:15,5/29/2016 17:15,5/30/2016 6:15,5/30/2016 18:30,MP,
6/5/2016 8:15,6/5/2016 8:00,6/6/2016 8:00,6/7/2016 6:00,MP,
6/7/2016 6:15,6/7/2016 6:15,6/7/2016 17:15,6/7/2016 17:15,MP,manual
6/7/2016 22:00,6/8/2016 0:30,6/8/2016 10:30,6/8/2016 10:30,MP,manual
6/12/2016 20:00,6/12/2016 19:45,6/13/2016 6:30,6/13/2016 6:30,MP,manual
6/14/2016 20:30,6/14/2016 20:30,6/14/2016 22:30,6/14/2016 22:30,MP,manual
6/17/2016 23:00,6/17/2016 23:00,6/18/2016 8:30,6/18/2016 8:30,MP,manual
6/21/2016 0:00,6/21/2016 0:00,6/21/2016 9:00,6/21/2016 9:00,MP,manual
6/22/2016 5:45,6/22/2016 9:30,6/22/2016 23:45,6/23/2016 8:45,MP,manual
6/28/2016 18:30,6/28/2016 18:15,6/29/2016 8:15,6/29/2016 17:30,,manual
7/1/2016 17:15,7/1/2016 16:00,7/2/2016 2:45,7/2/2016 12:15,MP,manual
7/7/2016 15:00,7/7/2016 15:15,7/7/2016 23:00,7/7/2016 23:00,MP,manual
7/9/2016 3:15,7/9/2016 9:30,7/9/2016 17:00,7/9/2016 18:30,MP,
7/9/2016 19:45,7/10/2016 6:00,7/10/2016 19:45,7/11/2016 12:30,MP,
7/13/2016 17:30,7/13/2016 17:15,7/14/2016 2:45,7/14/2016 14:15,,manual
7/14/2016 14:45,7/14/2016 14:30,7/15/2016 4:30,7/15/2016 10:30,MP,
7/18/2016 13:30,7/18/2016 12:30,7/19/2016 8:45,7/19/2016 22:45,MP,
7/22/2016 23:00,7/22/2016 23:45,7/24/2016 5:45,7/24/2016 15:30,MP,manual
8/1/2016 7:00,8/1/2016 7:15,8/1/2016 17:30,8/1/2016 17:30,MP,manual
8/6/2016 0:45,8/6/2016 0:30,8/6/2016 14:00,8/6/2016 14:00,MP,manual
8/7/2016 17:00,8/7/2016 17:00,8/7/2016 20:00,8/7/2016 20:00,MP,manual
8/12/2016 8:15,8/12/2016 7:45,8/12/2016 22:45,8/12/2016 22:45,MP,manual
8/13/2016 8:45,8/13/2016 11:30,8/14/2016 2:30,8/14/2016 2:30,MP,manual
8/16/2016 14:00,8/16/2016 14:45,8/17/2016 14:15,8/17/2016 20:00,MP,manual
8/21/2016 17:15,8/21/2016 17:15,8/22/2016 11:45,8/22/2016 11:45,MP,manual
8/26/2016 4:45,8/26/2016 5:15,8/26/2016 9:15,8/26/2016 11:45,MP,manual
8/31/2016 7:15,8/30/2016 6:45,8/30/2016 21:15,8/30/2016 21:15,MP,manual
9/8/2016 17:30,9/8/2016 17:30,9/9/2016 2:15,9/9/2016 2:15,MP,manual
9/11/2016 5:15,9/11/2016 3:30,9/11/2016 14:15,9/12/2016 0:45,MP,
9/18/2016 4:00,9/18/2016 3:30,9/18/2016 16:30,9/18/2016 16:30,MP,manual
9/23/2016 2:15,9/23/2016 1:15,9/24/2016 0:45,9/24/2016 13:30,MP,manual
9/27/2016 0:45,9/27/2016 3:15,9/27/2016 12:00,9/27/2016 12:00,MP,manual
10/13/2016 13:00,10/13/2016 13:15,10/14/2016 1:45,10/14/2016 1:45,MP,manual
10/20/2016 14:15,10/20/2016 16:30,10/21/2016 7:30,10/21/2016 7:30,MP,manual
10/21/2016 14:45,10/21/2016 15:15,10/22/2016 5:45,10/22/2016 5:45,MP,manual
10/22/2016 7:00,10/22/2016 7:45,10/23/2016 14:30,10/24/2016 1:15,MP,
10/27/2016 17:00,10/27/2016 14:45,10/28/2016 16:30,10/28/2016 16:30,MP,manual
10/29/2016 6:00,10/29/2016 9:45,10/30/2016 2:15,10/30/2016 23:00,MP,manual
11/3/2016 9:30,11/3/2016 9:30,11/4/2016 19:00,11/5/2016 14:45,MP,
11/6/2016 2:00,11/6/2016 2:30,11/6/2016 13:30,11/6/2016 13:30,MP,manual
11/15/2016 20:15,11/15/2016 20:30,11/16/2016 6:15,11/16/2016 6:15,MP,manual
11/20/2016 8:00,11/20/2016 6:30,11/21/2016 14:00,11/22/2016 14:00,,
11/24/2016 14:00,11/24/2016 10:30,11/25/2016 0:15,11/25/2016 0:15,MP,manual
11/30/2016 18:15,12/1/2016 0:45,12/1/2016 21:15,12/2/2016 10:30,MP,manual
4/6/2017 15:00,4/6/2017 13:15,4/8/2017 7:00,4/9/2017 7:45,,manual
4/11/2017 19:30,4/11/2017 13:15,4/13/2017 0:15,4/13/2017 17:15,,
4/15/2017 18:30,4/15/2017 15:45,4/16/2017 16:45,4/18/2017 17:00,,
4/19/2017 13:30,4/19/2017 13:00,4/20/2017 9:15,4/21/2017 1:15,,manual
4/21/2017 1:15,4/21/2017 1:30,4/22/2017 11:30,4/23/2017 17:15,,manual
5/1/2017 21:30,5/1/2017 20:30,5/2/2017 23:15,5/3/2017 11:30,MP,
5/4/2017 23:45,5/5/2017 10:30,5/7/2017 18:45,5/8/2017 14:15,MP,
5/21/2017 22:15,5/22/2017 4:00,5/23/2017 4:00,5/23/2017 17:15,,
5/30/2017 11:30,5/30/2017 17:30,5/31/2017 7:15,5/31/2017 14:00,,
5/31/2017 14:00,5/31/2017 14:45,6/1/2017 4:00,6/1/2017 17:00,,
6/6/2017 1:00,6/6/2017 1:15,6/7/2017 4:00,6/7/2017 19:30,,
6/18/2017 21:30,6/18/2017 18:00,6/19/2017 7:00,6/19/2017 14:00,,manual
6/19/2017 14:30,6/19/2017 14:15,6/20/2017 2:30,6/20/2017 10:00,,manual
6/20/2017 6:30,6/20/2017 11:00,6/20/2017 23:45,6/21/2017 13:15,,
6/23/2017 3:00,6/23/2017 2:30,6/24/2017 15:30,6/25/2017 2:00,MP,
6/29/2017 0:15,6/29/2017 16:15,6/30/2017 17:30,7/1/2017 3:45,,manual
7/7/2017 14:45,7/7/2017 13:00,7/7/2017 23:30,7/8/2017 3:45,MP,manual
7/8/2017 7:45,7/8/2017 4:00,7/9/2017 11:45,7/10/2017 0:15,,manual
7/17/2017 10:30,7/17/2017 9:45,7/17/2017 20:30,7/18/2017 15:30,,manual
NA,7/21/2017 19:15,7/21/2017 21:45,7/22/2017 0:30,,manual
7/24/2017 6:15,7/24/2017 6:15,7/25/2017 1:15,7/25/2017 23:45,,
7/27/2017 17:45,7/27/2017 18:30,7/28/2017 13:45,7/29/2017 3:00,,
8/7/2017 16:45,8/7/2017 16:00,8/8/2017 14:30,8/9/2017 3:30,MP,manual
8/9/2017 15:00,8/9/2017 15:45,8/9/2017 19:45,8/10/2017 2:45,,manual
8/18/2017 4:00,8/18/2017 5:00,8/19/2017 1:30,8/19/2017 20:15,,
8/22/2017 16:00,8/22/2017 15:00,8/23/2017 10:45,8/23/2017 17:15,,
9/3/2017 4:00,9/3/2017 9:00,9/4/2017 13:45,9/5/2017 1:15,,
9/5/2017 10:00,9/5/2017 10:45,9/6/2017 3:30,9/6/2017 23:15,,
9/6/2017 20:00,9/6/2017 23:30,9/7/2017 15:15,9/7/2017 17:30,,
9/8/2017 19:30,9/8/2017 13:15,9/9/2017 7:15,9/9/2017 17:00,MP,manual
10/9/2017 6:45,10/9/2017 7:45,10/10/2017 1:45,10/10/2017 15:15,,manual
10/24/2017 15:30,10/24/2017 15:15,10/25/2017 3:30,10/25/2017 12:00,MP,manual
10/26/2017 3:45,10/26/2017 8:45,10/27/2017 9:15,10/27/2017 17:30,,
10/29/2017 8:15,10/29/2017 8:45,10/30/2017 15:45,10/31/2017 12:30,,manual
11/3/2017 5:00,11/3/2017 6:45,11/4/2017 6:15,11/4/2017 16:15,,manual
11/5/2017 17:00,11/5/2017 19:15,11/6/2017 14:00,11/7/2017 0:15,MP,manual
11/10/2017 0:00,11/9/2017 23:45,11/11/2017 3:00,11/11/2017 23:15,,manual
4/13/2018 18:45,4/13/2018 17:15,4/14/2018 19:15,4/15/2018 11:00,,
4/16/2018 11:00,4/16/2018 2:30,4/17/2018 14:15,4/18/2018 13:45,,
4/25/2018 8:30,4/25/2018 12:15,4/27/2018 1:15,4/27/2018 14:00,MP,
4/28/2018 17:00,4/28/2018 16:00,4/30/2018 22:15,5/1/2018 16:00,MP,
5/4/2018 19:15,5/4/2018 17:15,5/5/2018 13:15,5/5/2018 18:00,,
5/15/2018 8:45,5/15/2018 8:00,5/16/2018 1:30,5/16/2018 17:45,,
5/19/2018 15:00,5/19/2018 13:00,5/19/2018 23:15,5/19/2018 23:15,MP,manual
5/20/2018 9:00,5/20/2018 8:45,5/20/2018 19:45,5/20/2018 19:45,MP,manual
5/22/2018 12:15,5/22/2018 15:15,5/23/2018 11:30,5/23/2018 18:15,,
6/1/2018 15:30,6/1/2018 22:45,6/2/2018 10:00,6/2/2018 19:45,,manual
6/4/2018 3:00,6/3/2018 19:00,6/4/2018 22:45,6/5/2018 18:00,,manual
6/13/2018 21:30,6/13/2018 21:15,6/14/2018 9:45,6/14/2018 9:45,MP,manual
6/14/2018 18:45,6/14/2018 18:00,6/15/2018 17:15,6/15/2018 17:15,MP,manual
6/18/2018 13:30,6/18/2018 12:30,6/19/2018 10:45,6/20/2018 3:15,,
6/24/2018 21:30,6/24/2018 21:30,6/25/2018 13:15,6/25/2018 13:15,MP,manual
6/27/2018 14:30,6/27/2018 19:45,6/28/2018 21:30,6/29/2018 13:30,,
7/2/2018 19:45,7/2/2018 19:15,7/3/2018 6:15,7/3/2018 6:15,MP,manual
7/6/2018 2:30,7/6/2018 2:00,7/6/2018 21:45,7/6/2018 21:45,MP,manual
7/10/2018 22:15,7/10/2018 22:00,7/11/2018 15:45,7/11/2018 15:45,MP,manual
7/22/2018 11:00,7/22/2018 10:45,7/22/2018 14:30,7/22/2018 16:30,MP,manual
7/23/2018 12:00,7/23/2018 12:00,7/23/2018 23:00,7/23/2018 23:00,MP,manual
7/25/2018 21:15,7/25/2018 21:00,7/26/2018 5:30,7/26/2018 18:00,,manual
7/28/2018 14:15,7/28/2018 18:00,7/29/2018 11:45,7/29/2018 11:45,MP,manual
8/4/2018 0:45,8/4/2018 0:45,8/5/2018 1:30,8/5/2018 1:30,MP,manual
8/7/2018 7:45,8/7/2018 15:15,8/8/2018 4:15,8/8/2018 18:00,MP,
8/9/2018 23:00,8/9/2018 23:30,8/10/2018 5:00,8/10/2018 8:30,,
8/14/2018 4:15,8/14/2018 4:15,8/14/2018 13:45,8/14/2018 13:45,MP,manual
8/15/2018 18:00,8/15/2018 17:30,8/16/2018 15:15,8/17/2018 1:30,MP,
8/17/2018 13:15,8/17/2018 13:30,8/18/2018 15:45,8/19/2018 0:30,MP,manual
8/28/2018 4:45,8/28/2018 3:45,8/28/2018 6:45,8/28/2018 8:15,,
8/30/2018 3:15,8/30/2018 3:00,8/30/2018 17:15,8/30/2018 17:15,MP,manual
9/3/2018 21:30,9/3/2018 21:00,9/4/2018 10:15,9/4/2018 10:15,MP,manual
9/6/2018 7:45,9/6/2018 7:15,9/6/2018 22:30,9/7/2018 18:15,MP,
9/10/2018 16:15,9/10/2018 17:15,9/11/2018 16:30,9/12/2018 17:30,,manual
9/21/2018 7:30,9/21/2018 6:45,9/21/2018 20:45,9/22/2018 2:00,MP,
9/25/2018 10:00,9/25/2018 12:00,9/25/2018 23:00,9/25/2018 23:00,MP,manual
9/26/2018 15:15,9/26/2018 14:30,9/27/2018 4:45,9/27/2018 15:30,,
9/28/2018 2:30,9/28/2018 2:15,9/28/2018 16:45,9/28/2018 21:45,,
10/1/2018 3:00,10/1/2018 4:15,10/1/2018 20:45,10/1/2018 20:45,MP,manual
10/2/2018 0:00,10/2/2018 2:30,10/3/2018 15:45,10/4/2018 3:15,,manual
10/11/2018 4:45,10/11/2018 4:45,10/12/2018 6:15,10/13/2018 0:45,,
10/23/2018 12:30,10/23/2018 12:00,10/23/2018 23:30,10/23/2018 23:30,MP,manual
10/24/2018 7:30,10/24/2018 7:30,10/25/2018 0:45,10/25/2018 0:45,MP,manual
10/27/2018 0:30,10/27/2018 11:00,10/28/2018 16:45,10/29/2018 12:15,,
11/1/2018 13:00,11/1/2018 20:00,11/2/2018 14:00,11/3/2018 0:15,,manual
11/2/2018 22:00,11/3/2018 0:30,11/4/2018 3:30,11/4/2018 17:00,,manual
11/6/2018 11:00,11/6/2018 12:30,11/7/2018 15:00,11/8/2018 12:30,,
11/9/2018 16:00,11/9/2018 15:15,11/11/2018 3:45,11/11/2018 17:00,,manual
11/13/2018 0:00,11/13/2018 4:00,11/14/2018 16:00,11/14/2018 19:45,,manual
